date,asset,ctb,strategy
2025-11-28,VNQ,0.6772954522487075,ERC
2013-01-31,DBC,0.4483513711222509,CTB_ONLY
2013-02-28,DBC,0.448517169899147,CTB_ONLY
2013-03-28,DBC,0.45111413729164457,CTB_ONLY
2013-04-30,DBC,0.4516785599304001,CTB_ONLY
2013-05-31,DBC,0.4518553643080925,CTB_ONLY
2013-06-28,DBC,0.45601421391162644,CTB_ONLY
2013-07-31,DBC,0.4604725626691236,CTB_ONLY
2013-08-30,DBC,0.46386084492988844,CTB_ONLY
2013-09-30,DBC,0.473742329645858,CTB_ONLY
2013-10-31,DBC,0.4783745628447245,CTB_ONLY
2013-11-29,DBC,0.48674186571149447,CTB_ONLY
2013-12-31,DBC,0.49375498745271207,CTB_ONLY
2014-01-31,DBC,0.49874821256806773,CTB_ONLY
2014-02-28,DBC,0.49920663064220533,CTB_ONLY
2014-03-31,DBC,0.4930800872328157,CTB_ONLY
2014-04-30,DBC,0.4937615208368585,CTB_ONLY
2014-05-30,DBC,0.4892453131053095,CTB_ONLY
2014-06-30,DBC,0.4846742721026606,CTB_ONLY
2014-07-31,DBC,0.4856165594126291,CTB_ONLY
2014-08-29,DBC,0.4856204438298604,CTB_ONLY
2014-09-30,DBC,0.4841633132454564,CTB_ONLY
2014-10-31,DBC,0.48151079499594523,CTB_ONLY
2014-11-28,DBC,0.48012687677575416,CTB_ONLY
2014-12-31,DBC,0.4795069290457978,CTB_ONLY
2015-01-30,DBC,0.47724286056800297,CTB_ONLY
2015-02-27,DBC,0.47813140467192855,CTB_ONLY
2015-03-31,DBC,0.4828145833014351,CTB_ONLY
2015-04-30,DBC,0.4847429895640615,CTB_ONLY
2015-05-29,DBC,0.49287425450729133,CTB_ONLY
2015-06-30,DBC,0.495816682336852,CTB_ONLY
2015-07-31,DBC,0.4937226382725254,CTB_ONLY
2015-08-31,DBC,0.4946952325458083,CTB_ONLY
2015-09-30,DBC,0.4946296300233138,CTB_ONLY
2015-10-30,DBC,0.49237963669360857,CTB_ONLY
2015-11-30,DBC,0.4873271506982536,CTB_ONLY
2015-12-31,DBC,0.4870597357995873,CTB_ONLY
2016-01-29,DBC,0.48436540470628714,CTB_ONLY
2016-02-29,DBC,0.48483309453521534,CTB_ONLY
2016-03-31,DBC,0.48732662470525295,CTB_ONLY
2016-04-29,DBC,0.4864315950377808,CTB_ONLY
2016-05-31,DBC,0.4868058321862788,CTB_ONLY
2016-06-30,DBC,0.486246869353878,CTB_ONLY
2016-07-29,DBC,0.48608185370705737,CTB_ONLY
2016-08-31,DBC,0.49641577722861935,CTB_ONLY
2016-09-30,DBC,0.5084092440710906,CTB_ONLY
2016-10-31,DBC,0.5110022472158423,CTB_ONLY
2016-11-30,DBC,0.5152663595398225,CTB_ONLY
2016-12-30,DBC,0.5162608656903487,CTB_ONLY
2017-01-31,DBC,0.5185457527565552,CTB_ONLY
2017-02-28,DBC,0.5200139014283313,CTB_ONLY
2017-03-31,DBC,0.5219197935913945,CTB_ONLY
2017-04-28,DBC,0.5217626196447885,CTB_ONLY
2017-05-31,DBC,0.5226927011640374,CTB_ONLY
2017-06-30,DBC,0.5266295383946498,CTB_ONLY
2017-07-31,DBC,0.5260073671047218,CTB_ONLY
2017-08-31,DBC,0.5262594525390349,CTB_ONLY
2017-09-29,DBC,0.5269603402765997,CTB_ONLY
2017-10-31,DBC,0.5291708729097635,CTB_ONLY
2017-11-30,DBC,0.5302821655053176,CTB_ONLY
2017-12-29,DBC,0.5310321026062862,CTB_ONLY
2018-01-31,DBC,0.531592252281271,CTB_ONLY
2018-02-28,DBC,0.5358290750941033,CTB_ONLY
2018-03-29,DBC,0.5352166258216737,CTB_ONLY
2018-04-30,DBC,0.5366229926871432,CTB_ONLY
2018-05-31,DBC,0.5376461426206082,CTB_ONLY
